index,City,Latitude,Longitude,Temperature
0,Abidjan,5.3599517,-4.0082563,26.341552515068496
1,Abilene,32.4487364,-99.73314390000002,18.013850816438357
2,Abu Dhabi,24.453884,54.3773438,28.30806696438356
4,Akron Canton,40.9153779,-81.4418833,11.242617934246574
5,Albany,42.6525793,-73.7562317,10.269101994520547
6,Albuquerque,35.0843859,-106.650422,15.122070013698632
7,Algiers,36.753768,3.0587561,16.767123301369864
8,Allentown,40.6022939,-75.4714098,12.273211561643835
9,Almaty,43.2220146,76.8512485,9.147793016438357
10,Amarillo,35.2219971,-101.8312969,14.793455117808216
11,Amman,31.9539494,35.910635,18.22952817260274
12,Amsterdam,52.3666969,4.8945398,10.426331819178081
13,Anchorage,61.2180556,-149.9002778,4.907610356164384
14,Ankara,39.9333635,32.8597419,11.714459663013697
15,Antananarivo,-18.8791902,47.5079055,18.130593572602738
16,Ashabad,37.9600766,58.32606289999999,17.33181126849315
17,Asheville,35.5950581,-82.5514869,14.10715373150685
18,Atlanta,33.7489954,-84.3879824,17.670624030136988
19,Atlantic City,39.3642834,-74.4229266,13.751445994520548
20,Auckland,-36.8484597,174.7633315,14.905936079452056
21,Austin,30.267153,-97.7430608,20.31248096712329
22,Baltimore,39.2903848,-76.6121893,13.648554002739727
23,Bangui,4.3946735,18.5581899,24.473211580821914
24,Banjul,13.4548761,-16.5790323,23.043987838356163
25,Barcelona,41.3850639,2.1734035,16.32861489863014
26,Beijing,39.90419989999999,116.4073963,12.301978698630135
27,Beirut,33.8937913,35.5017767,19.681430731506847
28,Belfast,54.59728500000001,-5.93012,9.11171995342466
29,Belgrade,44.786568,20.4489216,12.854642334246575
30,Belize City,17.5045661,-88.1962133,25.86027395342466
31,Bern,46.9479739,7.4474468,9.518721457534246
32,Bilbao,43.2630126,-2.9349852,14.506088293150686
33,Billings,45.7832856,-108.5006904,7.856164375342465
34,Birmingham,33.5185892,-86.8103567,17.966818887671234
35,Bishkek,42.8746212,74.5697617,10.18675800547945
36,Bismarck,46.8083268,-100.7837392,5.943378989041095
37,Bissau,11.8632196,-15.5843227,25.872754947945204
38,Bogota,4.710988599999999,-74.072092,12.68873669041096
39,Boise,43.6150186,-116.2023137,12.252663641095891
40,Bombay (Mumbai),19.0759837,72.8776559,27.91811263561644
41,Bordeaux,44.837789,-0.57918,14.038508350684932
42,Boston,42.3600825,-71.0588801,11.509132419178083
43,Brasilia,-15.826691,-47.92182039999999,19.7436834
44,Bratislava,48.1485965,17.1077478,11.429071534246575
45,Brazzaville,-4.2633597,15.2428853,24.76681889041096
46,Bridgeport,41.1792258,-73.1894384,11.945357673972604
47,Bridgetown,45.5051064,-122.6750261,25.49206347142857
48,Brisbane,-27.4697707,153.0251235,19.33866057808219
49,Brownsville,25.9017472,-97.4974838,24.078082197260272
50,Brussels,50.8503396,4.3517103,10.772754934246576
51,Bucharest,44.4267674,26.1025384,11.817199347945206
52,Budapest,47.497912,19.040235,11.311415506849317
53,Buenos Aires,-34.6036844,-58.3815591,16.249467273972602
54,Buffalo,42.88644679999999,-78.8783689,9.686453597260273
55,Burlington,36.0624198,-95.88890219999999,9.109741230136985
56,Cairo,30.0444196,31.2357116,22.956620997260273
57,Calcutta,22.572646,88.36389500000001,25.629984775342468
58,Canberra,-35.2809368,149.1300092,13.220091336986302
59,Capetown,-33.9248685,18.4240553,15.89117198630137
60,Caracas,10.4805937,-66.90360629999999,22.56377470958904
61,Caribou,36.1910923,-95.88973539999999,5.200913241095891
62,Casper,39.04117859999999,-94.5911521,7.617656010958903
63,Charleston,32.7764749,-79.93105120000001,15.758804938720733
64,Charlotte,35.2270869,-80.8431267,16.995586010958903
65,Chattanooga,35.0456297,-85.3096801,16.465449010958903
66,Chengdu,30.572815,104.066801,17.010350087671235
67,Chennai (Madras),13.0826802,80.2707184,28.827092854794518
